Q8N653	Q921I2	24.100	423	840	584
Q8N653	Q6P3S6	25.200	246	840	717
Q8N653	Q96PQ7	21.700	271	840	755
Q8N653	Q8NAB2	25.700	140	840	612
Q8N653	Q8WZ60	23.700	164	840	621
Q8N653	Q501K2	23.000	195	840	690
Q8N653	D3ZCW2	31.500	76	840	979
Q8N653	O15060	28.700	66	840	712
D3ZK73	Q8BZQ7	27.600	206	971	837
Q5T1A1	Q059Y8	25.500	661	773	732
Q5T1A1	Q9H295	27.100	199	773	470
Q922X9	Q6P2P2	25.400	311	692	845
Q9HCJ6	P47199	29.800	348	419	331
Q9HCJ6	Q53FA7	28.600	346	419	332
Q9HCJ6	Q9BV79	25.800	244	419	373
Q9HCJ6	P40394	33.800	62	419	386
O35550	Q9H5N1	27.000	816	862	569
P49848-3	Q9Y6J9	26.600	402	714	622
Q9DB90	Q71SY5-3	30.800	94	520	796
Q8NA19	E9Q796	41.900	210	623	901
Q8NA19	Q6SPF0	35.400	79	623	538
Q8NA19	A8MW92	28.400	88	623	1017
P70699	Q8TET4	30.100	726	953	914
P97432	Q9H6K1	29.000	110	988	298
Q9Y242	O60934	30.500	108	345	754
Q70EK9	Q8TEY7	31.000	258	711	942
Q70EK9	P54578	25.900	409	711	494
Q70EK9	Q70CQ3	25.300	465	711	517
Q70EK9	O94782	26.900	197	711	785
Q70EK9	Q86T82	26.400	257	711	979
Q70EK9	Q9P2H5	28.300	173	711	1018
Q8N954	P98175-5	36.200	69	285	995
Q8N954	Q9ERA6	48.700	39	285	838
Q96RL6	P13591	24.500	293	698	858
Q96RL6	P50895	25.600	582	698	628
Q96RL6	Q9UMF0	28.000	264	698	924
Q96RL6	Q96RD9	24.700	496	698	977
Q96RL6	Q91V87	25.000	208	698	529
Q96RL6	Q8IVU1	26.300	190	698	814
Q96RL6	P08887	30.600	124	698	468
Q8IYP2	P98073	27.200	224	241	1019
Q8IYP2	Q9UI38	24.100	236	241	385
O76074	O95263	22.800	320	875	885
Q6Q4G3	Q9HAU8	25.600	359	990	725
Q6Q4G3	Q8N6M6	22.300	237	990	819
Q9BXJ9	Q96RK4	22.500	421	866	519
Q9EST6	Q9BV99	33.000	118	272	259
Q9EST6	Q3TKR3	45.900	61	272	982
Q9R257	Q9Y5Z4	28.800	187	190	205
P13504	P14719	29.000	531	576	567
P13504	Q9Z2B1	25.800	507	576	614
P13504	Q8IVU1	22.300	219	576	814
Q8N807	P13667	25.300	477	584	645
A2ADY9	Q9BQI9	28.200	124	399	281
Q9UIL4	Q2TAC6	30.700	319	384	998
Q8IW35	Q3UM45	32.700	168	865	361
Q8IW35	Q8NEP3	26.400	208	865	725
Q8IW35	Q9BV99	27.900	129	865	259
Q9Y4L1	Q0VDF9	28.700	397	999	509
Q9Y4L1	P48723	26.800	455	999	471
Q8TD20	Q9NRM0	19.600	566	617	540
Q8NBP0	XP_003084948	23.000	286	860	926
Q8NBP0	Q96RK4	21.000	442	860	519
Q8NBP0	Q8NEE8	21.600	208	860	873
Q8NBP0	Q9UJX3	24.600	211	860	565
Q8NBP0	Q8TAM2	22.000	172	860	541
Q8NBP0	Q8BGB2	25.700	132	860	858
Q3KQZ1	O95258	30.300	293	300	325
Q3KQZ1	O75746	26.500	297	300	678
Q3KQZ1	Q9BXI2	25.300	284	300	301
Q3KQZ1	Q3V132	27.900	172	300	320
Q3KQZ1	Q6Q0C1	22.700	308	300	308
Q3KQZ1	Q00325	23.700	307	300	362
Q9D826	Q3TQB2	22.600	428	390	487
P58735	Q7LBE3	27.900	716	704	791
P58735	Q8R0C3	27.100	523	704	999
Q52WX2	O08874	32.100	261	424	985
Q52WX2	O14936	28.900	266	424	926
Q52WX2	Q99759-2	25.000	263	424	657
Q52WX2	Q9Y572	29.600	219	424	518
Q52WX2	Q6XUX3	28.900	221	424	929
Q52WX2	Q13523	24.500	212	424	1007
Q52WX2	O75716	23.300	223	424	305
Q52WX2	Q86Y07	31.300	118	424	508
Q9Y467	Q66K89	24.400	393	1007	784
Q9Y467	Q8N8Z8	23.500	348	1007	693
Q9Y467	Q6PGE4	24.200	416	1007	1016
Q9Y467	Q9UKN5	34.500	84	1007	801
Q9Y467	Q9BRP0	46.000	63	1007	275
Q9Y467	Q05516	41.000	56	1007	673
Q9Y467	Q8TF50	36.000	100	1007	670
Q9Y467	O15060	37.500	80	1007	712
Q9Y467	Q96DT7	30.600	75	1007	871
Q9Y467	Q9P1Z0	43.700	48	1007	1013
Q9Y467	Q6PD05	28.300	106	1007	413
Q9Y467	Q8TCN5	27.400	102	1007	953
Q8N1V2	Q9UNX4	20.700	660	620	943
Q8N1V2	Q8C092	22.300	228	620	801
Q8N1V2	Q8TAF3	23.800	222	620	677
Q8N1V2	Q04727	27.100	173	620	773
Q8N1V2	XP_001074000	22.700	189	620	988
Q8N1V2	Q8N9V3	23.200	306	620	476
Q8N1V2	Q3UMY5	20.800	671	620	988
Q8N1V2	P61480	21.300	243	620	423
Q8N1V2	Q8N0X2	23.200	168	620	631
Q8N1V2	O60508	19.100	198	620	579
Q8N1V2	Q9BVC4	18.200	258	620	326
Q8N1V2	Q9NV06	20.600	358	620	445
Q8N1V2	Q8NI36	21.200	283	620	951
Q8N1V2	G3V6K4	28.000	150	620	946
Q8N1V2	Q13033	20.800	211	620	797
Q8N1V2	Q9Y4P3	24.700	226	620	447
P15172	P17542	42.100	64	320	331
P82911	P62263	28.800	118	197	151
Q5T7N2	Q7TPL1	31.600	139	865	948
Q8BKJ9	Q9NXA8	24.700	259	402	310
Q8BKJ9	Q96EB6	22.800	285	402	747
O14512	O00459	31.500	200	581	728
Q9HB40	Q9H3G5	27.900	433	452	476
Q9HB40	P10619	24.400	417	452	480
Q6P3X3	Q96RK4	22.000	263	843	519
Q6P3X3	XP_003084948	23.700	261	843	926
O75771	O15315	27.400	332	328	384
O75771	Q9CXE6	24.600	292	328	349
P97386	P49917	26.400	598	1015	911
Q9BZJ0	Q12996	21.700	566	848	717
Q9BZJ0	Q86UA1	26.100	130	848	669
Q9BZJ0	Q15020	22.000	295	848	963
Q9BZJ0	Q8VCY6	20.800	537	848	597
Q5SW45	Q9R1S0	28.800	184	561	204
Q15750	Q8WY54	27.600	141	504	755
Q15750	Q9ULR3	23.000	260	504	514
J3QN14	Q8N8Z8	44.400	558	987	693
J3QN14	Q6PGE4	33.100	615	987	1016
J3QN14	Q05516	39.200	252	987	673
J3QN14	Q8TF50	31.000	345	987	670
J3QN14	Q66K89	27.300	417	987	784
J3QN14	Q9UKN5	40.300	176	987	801
J3QN14	O15060	25.300	355	987	712
J3QN14	Q8TCN5	29.200	195	987	953
J3QN14	Q5EBM4	51.400	70	987	170
J3QN14	Q9BRP0	42.100	102	987	275
J3QN14	Q96DT7	33.600	122	987	871
J3QN14	Q9P1Z0	35.700	84	987	1013
J3QN14	Q5T7W0	24.200	132	987	954
J3QN14	Q2TB10	24.400	172	987	664
Q3U821	Q9UNX4	20.700	313	830	943
Q3U821	XP_001074000	22.500	492	830	988
Q3U821	Q9EP82	33.000	106	830	413
Q14318	Q99KD5	27.700	144	412	944
Q14318	O00170	28.100	128	412	330
Q9Z0H4-9	Q15020	28.100	167	526	963
Q9Z0H4-9	Q14498	25.200	194	526	530
Q9Z0H4-9	Q9Y4C8	23.600	186	526	960
P27815	O95263	35.900	331	886	885
Q86Y33	Q9UNX4	20.400	327	519	943
Q86Y33	Q8TAF3	25.500	172	519	677
Q86Y33	G3V9M3	21.000	319	519	921
Q86Y33	Q04727	20.200	341	519	773
Q69YN2	Q923B1	25.300	256	538	550
Q7L8L6	Q53R41	22.000	403	764	847
Q7L8L6	Q9NYY8	20.000	453	764	710
Q7L8L6	Q969Z0	18.700	633	764	631
Q8NFM7	Q9NRM6	25.600	160	739	502
Q9NZZ3	Q96FZ7	28.000	150	219	201
A4D1S0	Q6UXN8	30.300	122	409	241
A4D1S0	Q5KU26	30.600	75	409	742
Q03167	P17813	23.500	862	851	658
Q03167	Q05996	22.000	222	851	745
Q96GC5	P82664	29.900	107	212	201
Q8BGD7	P41738	24.800	395	802	853
Q8BGD7	Q9WVS9	23.500	336	802	862
Q15554	P54274	24.500	457	542	439
Q9Z1J3	Q96EN8	25.500	247	459	888
Q9D552	Q8N6M8	35.700	84	379	205
Q8NC44	Q9H6L5	28.900	484	543	497
P08235	P55055	26.500	328	984	460
P08235	P37231	28.300	226	984	505
P43246	O15457	27.000	716	934	936
Q86VD9	Q92521	24.800	455	579	554
P35606	Q8N0X2	29.300	208	906	631
P35606	Q8C092	26.000	207	906	801
P35606	P54319	25.300	272	906	795
P35606	Q8TAF3	24.700	230	906	677
P35606	Q9UNX4	23.000	265	906	943
P35606	O60508	28.000	175	906	579
P35606	Q8N9V3	25.000	240	906	476
P35606	P61480	23.600	266	906	423
