XP_222048	Q7Z5W3	24.700	182	693	292
P51957	Q9R0A5	43.400	251	841	511
P51957	Q8NG66	43.000	265	841	645
P51957	Q8K1R7	41.900	260	841	984
P51957	P51955	40.900	271	841	445
P51957	P59895	38.600	256	841	313
P51957	P19525	31.400	277	841	551
P51957	Q8C015	31.700	255	841	719
P51957	O00444	29.100	309	841	970
P51957	O94804	30.600	258	841	968
P51957	Q9Y6E0	30.500	262	841	443
P51957	P57058	29.600	253	841	714
P51957	P57059	32.700	247	841	783
P51957	Q8R4V0	33.300	219	841	496
P51957	P31751	30.600	245	841	481
P51957	P67999	31.200	243	841	525
P51957	O43283	29.500	257	841	966
P51957	Q9BYT3	31.800	229	841	514
P51957	O60285	30.200	248	841	661
P51957	Q9Z265	32.700	272	841	546
P51957	Q8IVH8	29.700	262	841	894
P51957	Q62101	30.400	256	841	918
P51957	D3ZHP7	30.300	214	841	472
P51957	Q99759-2	31.200	256	841	657
P51957	Q9JI10	27.100	339	841	497
P51957	Q9C098	28.700	261	841	648
P51957	O88664	28.900	269	841	1001
P51957	Q02956	29.800	248	841	592
P51957	P51817	29.300	235	841	358
P51957	Q9UPZ9	28.400	285	841	632
P51957	O55173	29.200	236	841	559
P51957	Q9UEE5	25.900	262	841	414
P51957	O43293	27.300	263	841	454
P51957	D4A3D9	29.600	250	841	488
P51957	O08874	26.700	243	841	985
P51957	Q13554	28.100	256	841	666
P51957	P21127	32.000	203	841	795
P51957	O88351	33.100	199	841	757
P51957	O76039	29.200	222	841	960
P51957	XP_239239	29.000	258	841	419
P51957	Q8CHG1	27.600	260	841	791
P51957	P34908	29.900	257	841	807
P51957	Q96LW2	28.500	242	841	410
P51957	P50750-2	27.100	276	841	489
P51957	Q95YJ1	27.000	255	841	548
P51957	Q96RR4	27.200	319	841	588
P51957	Q13164	27.700	256	841	816
P51957	Q61410	26.700	243	841	762
P51957	Q8C050	26.600	255	841	863
P51957	P09216	25.200	313	841	737
P51957	O35495	31.900	216	841	469
P51957	P51813	27.600	253	841	675
P51957	P15735	26.300	269	841	406
P51957	Q9WVS7	27.800	273	841	448
P51957	Q09013	27.900	247	841	629
P51957	P07947	30.100	202	841	543
P51957	Q16659	30.400	253	841	721
P51957	Q80ZW0	26.800	250	841	539
P51957	Q9UBE8	29.600	209	841	527
P51957	P53671-3	27.100	214	841	686
P51957	P26817	25.100	247	841	689
P51957	F1MA87	25.900	212	841	326
P51957	Q12866	25.500	262	841	999
P51957	AAK27843	28.900	283	841	882
P51957	Q3UVC0	23.800	264	841	951
P51957	A1L1J7	28.700	233	841	337
P51957	O54967-2	26.100	222	841	1008
P51957	Q63562	25.200	253	841	467
P51957	P0C1X8	26.900	271	841	962
P51957	Q9NSY1-2	26.000	269	841	662
P51957	Q13546	28.100	259	841	671
P51957	Q52WX2	24.200	276	841	424
P51957	Q7TNL3	31.400	162	841	435
P51957	Q9NWZ3	28.300	159	841	460
P51957	A6QLB8	29.900	204	841	495
P51957	Q9EQY0	25.400	287	841	977
P51957	O35492	25.500	211	841	638
P51957	Q8NE28	27.100	214	841	680
P51957	Q6XUX3	30.800	136	841	929
P51957	Q96MD7	78.200	46	841	179
P51957	Q61136	33.900	115	841	1007
P51957	Q9BQI3	27.800	165	841	630
P51957	O43353	23.800	268	841	540
P51957	Q63470	26.400	231	841	763
P51957	Q9BUB5	23.700	329	841	465
P51957	Q8BI55	26.800	205	841	632
P51957	P21731-2	73.900	46	841	407
P51957	Q9D2Y4	24.800	201	841	472
P51957	P11309-2	28.100	174	841	404
P51957	Q9BXM7	26.500	158	841	581
P51957	Q8TDM0	64.500	48	841	211
P51957	Q8K4B2	21.600	231	841	609
P51957	Q8IZM9-2	47.600	65	841	521
P51957	Q15013-3	61.900	42	841	306
P51957	P37173-2	23.000	221	841	592
P51957	Q96KG9	25.000	188	841	808
XP_001060031	A6NF34	33.800	520	604	631
XP_001060031	Q9H6X2	35.400	285	604	564
E9Q3H4	P23142	30.400	217	752	703
E9Q3H4	Q14393	40.900	110	752	678
E9Q3H4	Q9NPY3	29.600	256	752	652
E9Q3H4	P16109	25.600	238	752	830
E9Q3H4	Q96DN2	29.700	249	752	955
E9Q3H4	P04003	28.900	169	752	597
E9Q3H4	Q6UXI9	33.600	122	752	565
E9Q3H4	Q3MI99	29.700	205	752	408
E9Q3H4	Q8JZM4	27.300	168	752	737
E9Q3H4	Q96HD1-2	30.300	145	752	422
E9Q3H4	P08174-7	30.800	123	752	551
E9Q3H4	Q91V98	32.700	116	752	765
E9Q3H4	Q64735	27.700	144	752	483
E9Q3H4	Q2VPA4	27.300	128	752	569
E9Q3H4	Q9BXR6	26.300	163	752	569
E9Q3H4	P07202	28.200	92	752	933
E9Q3H4	P00736	26.300	144	752	705
E9Q3H4	Q9Y6L7	40.000	60	752	1015
P99027	XP_205095	42.800	98	115	114
P99027	P19945	72.200	36	115	317
Q9WVR1	Q7TNC9	24.400	184	647	412
Q96KM6	Q96ME7	53.200	321	892	567
Q96KM6	Q14119	34.800	86	892	521
